pair_id,source_context_preference,subcondition_label,preferred_construction,nonpreferred_construction,preferred_sentence,nonpreferred_sentence,preferred_corrected,nonpreferred_corrected,preferred_accepted,nonpreferred_flagged,pair_edit_accept_correct,nonpreferred_corrected_to_paired_preferred,preferred_edit_summary,nonpreferred_edit_summary
BA-SD-043,BA-preferred,空间位移,BA,SVO,今天外面的阳光特别好，爷爷走到客厅，慢慢地把那把旧椅子搬出去了。,今天外面的阳光特别好，爷爷走到客厅，慢慢地搬出去了那把旧椅子。,"今天外面的阳光特别好,爷爷走到客厅,慢慢地把那把旧椅子搬出去了。","今天外面的阳光特别好,爷爷走到客厅,慢慢地搬出去了那把旧椅子。",True,False,False,False,,
BA-SD-044,BA-preferred,空间位移,BA,SVO,护照是非常重要的东西，你一定要把它收好。,护照是非常重要的东西，你一定要收好它。,"护照是非常重要的东西,你一定要把它收好。","护照是非常重要的东西,你一定要收好他。",True,True,True,False,,replace:它->他@17:18
BA-SD-045,BA-preferred,空间位移,BA,SVO,黑板擦不见了，原来是有同学下课后把它拿走了。,黑板擦不见了，原来是有同学下课后拿走它了。,"黑板擦不见了,原来是有同学下课后把它拿走了。","黑板擦不见了,原来是有同学下课后拿走他了。",True,True,True,False,,replace:它->他@18:19
BA-SD-046,BA-preferred,空间位移,BA,SVO,冰箱门没关紧，我走过去轻轻地把它推上了。,冰箱门没关紧，我走过去轻轻地推上了它。,"冰箱门没关紧,我走过去轻轻地把它推上了。","冰箱门没关紧,我走过去轻轻地推上了它。",True,False,False,False,,
BA-SD-047,BA-preferred,空间位移,BA,SVO,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙把那个大箱子推开了。,那个大纸箱挡在走廊中间，非常危险，我叫同事帮忙推开了那个大箱子。,"那个大纸箱挡在走廊中间,非常危险,我叫同事帮忙把那个大箱子推开了。","那个大纸箱挡在走廊中间,非常危险,我叫同事帮忙推开了那个大箱子。",True,False,False,False,,
BA-SD-048,BA-preferred,空间位移,BA,SVO,这个广告牌在路边很容易挡住视线，警察昨天把它拆下来了。,这个广告牌在路边很容易挡住视线，警察昨天拆下它来了。,"这个广告牌在路边很容易挡住视线,警察昨天把它拆下来了。","这个广告牌在路边很容易挡住视线,警察昨天拆下他来了。",True,True,True,False,,replace:它->他@22:23
BA-SD-049,BA-preferred,空间位移,BA,SVO,盘子里的那些菜太远了，你能帮忙把它端过来吗？,盘子里的那些菜太远了，你能帮忙端它过来吗？,"盘子里的那些菜太远了,你能帮忙把它端过来吗?","盘子里的那些菜太远了,你能帮忙端它过来吗?",True,False,False,False,,
BA-SD-050,BA-preferred,空间位移,BA,SVO,你的外套掉在客厅地上了，我顺手把它挂到门后了。,你的外套掉在客厅地上了，我顺手挂到门后了。,"你的外套掉在客厅地上了,我顺手把它挂到门后了。","你的外套掉在客厅地上了,我顺手挂到门后了。",True,False,False,False,,
SVO-HG-001,SVO-preferred,习惯性动作与泛指,SVO,BA,弟弟非常喜欢运动，每天下午都去操场踢足球。,弟弟非常喜欢运动，每天下午都去操场把足球踢了。,"弟弟非常喜欢运动,每天下午都去操场踢足球。","弟弟非常喜欢运动,每天下午都去操场把足球踢了。",True,False,False,False,,
SVO-HG-002,SVO-preferred,习惯性动作与泛指,SVO,BA,老板每天到办公室以后，都会先在桌子前喝咖啡。,老板每天到办公室以后，都会先在桌子前把咖啡喝了。,"老板每天到办公室以后,都会先在桌子前喝咖啡。","老板每天到办公室以后,都会先在桌子前把咖啡喝了。",True,False,False,False,,
SVO-HG-003,SVO-preferred,习惯性动作与泛指,SVO,BA,她很喜欢阅读，她回家的第一件事就是坐在沙发上看书。,她很喜欢阅读，她回家的第一件事就是坐在沙发上把书看了。,"她很喜欢阅读,她回家的第一件事就是坐在沙发上看书。","她很喜欢阅读,她回家的第一件事就是坐在沙发上把书看了。",True,False,False,False,,
SVO-HG-004,SVO-preferred,习惯性动作与泛指,SVO,BA,每天中午十二点，工厂的工人们都会准时去食堂吃午饭。,每天中午十二点，工厂的工人们都会准时去食堂把午饭吃了。,"每天中午十二点,工厂的工人们都会准时去食堂吃晚饭。","每天中午十二点,工厂的工人们都会准时去食堂把午饭吃了。",False,False,False,False,replace:午->晚@22:23,
SVO-HG-005,SVO-preferred,习惯性动作与泛指,SVO,BA,这所学校的管理很严格，老师要求学生们要大声地读课文。,这所学校的管理很严格，老师要求学生们要大声地把课文读了。,"这所学校的管理很严格,老师要求学生们要大声地读课文。","这所学校的管理很严格,老师要求学生们要大声地把课文读了。",True,False,False,False,,
SVO-HG-006,SVO-preferred,习惯性动作与泛指,SVO,BA,我平时不爱喝饮料，只喝白开水。,我平时不爱喝饮料，只把白开水喝了。,"我平时不爱喝饮料,只喝开水。","我平时不爱喝饮料,只把矿泉水喝了。",False,True,False,False,delete:白->@11:12,replace:白开->矿泉@11:13
SVO-HG-007,SVO-preferred,习惯性动作与泛指,SVO,BA,为了准备下个月的考试，他每天在图书馆背单词。,为了准备下个月的考试，他每天在图书馆把单词背了。,"为了准备下个月的考试,他每天在图书馆学英语。","为了准备下个月的考试,他每天在图书馆把单词背了。",False,False,False,False,replace:背单词->学英语@18:21,
SVO-HG-008,SVO-preferred,习惯性动作与泛指,SVO,BA,每天晚上睡觉以前，我都去卫生间刷牙。,每天晚上睡觉以前，我都去卫生间把牙刷了。,"每天晚上睡觉以前,我都去卫生间刷牙。","每天晚上睡觉以前,我都去卫生间把牙刷了。",True,False,False,False,,
SVO-HG-009,SVO-preferred,习惯性动作与泛指,SVO,BA,每个周末去公园的时候，奶奶总在湖边听歌。,每个周末去公园的时候，奶奶总在湖边把歌听了。,"每个周末去公园的时候,奶奶总在湖边听歌。","每个周末去公园的时候,奶奶总在湖边把歌听了。",True,False,False,False,,
SVO-HG-010,SVO-preferred,习惯性动作与泛指,SVO,BA,弟弟不开心的时候，喜欢在房间里弹吉他。,弟弟不开心的时候，喜欢在房间里把吉他弹了。,"弟弟不开心的时候,喜欢在房间里弹吉他。","弟弟不开心的时候,喜欢在房间里把吉他弹了。",True,False,False,False,,
SVO-HG-011,SVO-preferred,习惯性动作与泛指,SVO,BA,每天早上吃早饭的时候，弟弟都会喝牛奶。,每天早上吃早饭的时候，弟弟都会把牛奶喝了。,"每天早上吃早饭的时候,弟弟都会喝牛奶。","每天早上吃早饭的时候,弟弟都会把牛奶喝了。",True,False,False,False,,
SVO-HG-012,SVO-preferred,习惯性动作与泛指,SVO,BA,每天早上六点起床后，爷爷常常坐在院子里听广播。,每天早上六点起床后，爷爷常常坐在院子里把广播听了。,"每天早上六点起床后,爷爷常常坐在院子里听广播。","每天早上六点起床后,爷爷常常坐在院子里把广播听了。",True,False,False,False,,
SVO-HG-013,SVO-preferred,习惯性动作与泛指,SVO,BA,每天下班回家后，爸爸总是习惯坐在沙发上打开手机看新闻。,每天下班回家后，爸爸总是习惯坐在沙发上打开手机把新闻看了。,"每天下班回家后,爸爸总是习惯坐在沙发上打开手机看新闻。","每天下班回家后,爸爸总是习惯坐在沙发上打开手机把新闻看了。",True,False,False,False,,
SVO-HG-014,SVO-preferred,习惯性动作与泛指,SVO,BA,每天晚上睡觉前，妹妹都会坐在书桌前安静地写日记。,每天晚上睡觉前，妹妹都会坐在书桌前安静地把日记写了。,"每天晚上睡觉前,妹妹都会坐在书桌前安静地写日记。","每天晚上睡觉前,妹妹都会坐在书桌前安静地把日记写了。",True,False,False,False,,
SVO-HG-015,SVO-preferred,习惯性动作与泛指,SVO,BA,每个周末下午五点，邻居家的女儿都会在自己的房间里弹钢琴。,每个周末下午五点，邻居家的女儿都会在自己的房间里把钢琴弹了。,"每个周末下午五点,邻居家的女儿都会在自己的房间里弹钢琴。","每个周末下午五点,邻居家的女儿都会在自己的房间里把钢琴弹了。",True,False,False,False,,
SVO-HG-016,SVO-preferred,习惯性动作与泛指,SVO,BA,每次去超市，她习惯推着车子买零食。,每次去超市，她习惯推着车子把零食买了。,"每次去超市,她习惯推着车子买零食。","每次去超市,她习惯推着车子把零食买了。",True,False,False,False,,
SVO-HG-017,SVO-preferred,习惯性动作与泛指,SVO,BA,妈妈非常喜欢植物，每次去超市的时候，她都会顺便买鲜花。,妈妈非常喜欢植物，每次去超市的时候，她都会顺便把鲜花买了。,"妈妈非常喜欢植物,每次去超市的时候,她都会顺便买鲜花。","妈妈非常喜欢植物,每次去超市的时候,她都会顺便把鲜花买了。",True,False,False,False,,
SVO-HG-018,SVO-preferred,习惯性动作与泛指,SVO,BA,王老师平时不爱喝咖啡，他每天在办公室只喝绿茶。,王老师平时不爱喝咖啡，他每天在办公室只把绿茶喝了。,"王老师平时不爱喝咖啡,他每天在办公室只喝绿茶。","王老师平时不爱喝咖啡,他每天在办公室只把绿茶喝了。",True,False,False,False,,
SVO-HG-019,SVO-preferred,习惯性动作与泛指,SVO,BA,为了学好汉语，他每天都坚持在练习本上写汉字。,为了学好汉语，他每天都坚持在练习本上把汉字写了。,"为了学好汉语,他每天都坚持在练习本上写汉字。","为了学好汉语,他每天都坚持在练习本上把汉字写了。",True,False,False,False,,
SVO-HG-020,SVO-preferred,习惯性动作与泛指,SVO,BA,经理每天早上到了公司，第一件事就是打开电脑查邮件。,经理每天早上到了公司，第一件事就是打开电脑把邮件查了。,"经理每天早上到了公司,第一件事就是打开电脑查邮件。","经理每天早上到了公司,第一件事就是打开电脑把邮件查了。",True,False,False,False,,
SVO-HG-021,SVO-preferred,习惯性动作与泛指,SVO,BA,每次坐地铁的时候，为了打发时间，我都会戴上耳机听音乐。,每次坐地铁的时候，为了打发时间，我都会戴上耳机把音乐听了。,"每次坐地铁的时候,为了打发时间,我都会戴上耳机听音乐。","每次坐地铁的时候,为了打发时间,我都会戴上耳机把音乐听了。",True,False,False,False,,
SVO-HG-022,SVO-preferred,习惯性动作与泛指,SVO,BA,小区里有一位好心的阿姨，每天傍晚都会去花园喂流浪猫。,小区里有一位好心的阿姨，每天傍晚都会去花园把流浪猫喂了。,"小区里有一位好心的阿姨,每天傍晚都会去花园喂流浪猫。","小区里有一位好心的阿姨,每天傍晚都会去花园把流浪猫喂了。",True,False,False,False,,
SVO-HG-023,SVO-preferred,习惯性动作与泛指,SVO,BA,这位护士很细心，每天都会按时给每个病人量体温。,这位护士很细心，每天都会按时给每个病人把体温量了。,"这位护士很细心,每天都会按时给每个病人量体温。","这位护士很细心,每天都会按时给每个病人把体温量了。",True,False,False,False,,
SVO-HG-024,SVO-preferred,习惯性动作与泛指,SVO,BA,他的视力不太好，只要是看书或者看电脑，就一定会戴上眼镜。,他的视力不太好，只要是看书或者看电脑，就一定会把眼镜戴上。,"他的视力不太好,只要是看书或者看电脑,就一定会戴上眼镜。","他的视力不太好,只要是看书或者看电脑,就一定会把眼镜戴上。",True,False,False,False,,
SVO-HG-025,SVO-preferred,习惯性动作与泛指,SVO,BA,那位经理很有责任心，每天上班第一件事就是在电脑前回邮件。,那位经理很有责任心，每天上班第一件事就是在电脑前把邮件回了。,"那位经理很有责任感,每天上班第一件事就是在电脑前回邮件。","那位经理很有责任感,每天上班第一件事就是在电脑前把邮件回了。",False,True,False,False,replace:心->感@8:9,replace:心->感@8:9
SVO-HG-026,SVO-preferred,习惯性动作与泛指,SVO,BA,农民伯伯很辛苦，每天天亮就会去地里干农活。,农民伯伯很辛苦，每天天亮就会去地里把农活干了。,"农民伯伯很辛苦,每天天亮就会去地里干农活。","农民伯伯很辛苦,每天天亮就会去地里把农活干了。",True,False,False,False,,
SVO-HG-027,SVO-preferred,习惯性动作与泛指,SVO,BA,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑玩游戏。,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑把游戏玩了。,"弟弟放暑假了,每天下午做完作业后,他都会用平板电脑玩游戏。","弟弟放暑假了,每天下午做完作业后,他都会用平板电脑把游戏完了。",True,True,True,False,,replace:玩->完@28:29
SVO-HG-028,SVO-preferred,习惯性动作与泛指,SVO,BA,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前看动画片。,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前把动画片看了。,"每天幼儿园放学后,孩子们最期待的事情就是坐在电视机前看动画片。","每天幼儿园放学后,孩子们最期待的事情就是坐在电视机前把动画片看了。",True,False,False,False,,
SVO-HG-029,SVO-preferred,习惯性动作与泛指,SVO,BA,为了促进消化，她每天吃完午饭半小时后，都会喝酸奶。,为了促进消化，她每天吃完午饭半小时后，都会把酸奶喝了。,"为了促进消化,她每天吃完午饭半小时后,都会喝酸奶。","为了促进消化,她每天吃完午饭半小时后,都会把酸奶喝了。",True,False,False,False,,
SVO-HG-030,SVO-preferred,习惯性动作与泛指,SVO,BA,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里烤面包。,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里把面包烤了。,"妈妈对烘焙很感兴趣。每个周末的早上,她都会在厨房里烤面包。","妈妈对烘焙很感兴趣。每个周末的早上,她都会在厨房里把面包烤了。",True,False,False,False,,
SVO-HG-031,SVO-preferred,习惯性动作与泛指,SVO,BA,每个深夜，我都看见那位年轻作家在电脑前写小说。,每个深夜，我都看见那位年轻作家在电脑前把小说写了。,"每个深夜,我都看见那位年轻作家在电脑前写小说。","每个深夜,我都看见那位年轻作家在电脑前把小说写了。",True,False,False,False,,
SVO-HG-032,SVO-preferred,习惯性动作与泛指,SVO,BA,每个星期五晚上，她都会去电影院看新电影。,每个星期五晚上，她都会去电影院把新电影看了。,"每个星期五晚上,她都会去电影院看新电影。","每个星期五晚上,她都会去电影院把新电影看了。",True,False,False,False,,
SVO-HG-033,SVO-preferred,习惯性动作与泛指,SVO,BA,为了保持皮肤健康，她每天都要涂防晒霜。,为了保持皮肤健康，她每天都要把防晒霜涂了。,"为了保持皮肤健康,她每天都要涂防晒。","为了保持皮肤健康,她每天都要把防晒涂了。",False,True,False,False,delete:霜->@17:18,delete:霜->@17:18
SVO-HG-034,SVO-preferred,习惯性动作与泛指,SVO,BA,临近考试的时候，很多学生都会去图书馆复习功课。,临近考试的时候，很多学生都会去图书馆把功课复习了。,"临近考试的时候,很多学生都会去图书馆复习功课。","临近考试的时候,很多学生都会去图书馆把功课复习了。",True,False,False,False,,
SVO-HG-035,SVO-preferred,习惯性动作与泛指,SVO,BA,每次去北京出差，他都会抽空去吃北京烤鸭。,每次去北京出差，他都会抽空去把北京烤鸭吃了。,"每次去北京出差,他都会抽空去吃北京烤鸭。","每次去北京出差,他都会抽空去把北京烤鸭吃了。",True,False,False,False,,
SVO-HG-036,SVO-preferred,习惯性动作与泛指,SVO,BA,每天早上起床后，他都会在厨房做早饭。,每天早上起床后，他都会在厨房把早饭做了。,"每天早上起床后,她都会在厨房做早饭。","每天早上起床后,他都会在厨房把早饭做了。",False,False,False,False,replace:他->她@8:9,
SVO-HG-037,SVO-preferred,习惯性动作与泛指,SVO,BA,天气热的时候，孩子们总是喜欢去海边吃冰淇淋。,天气热的时候，孩子们总是喜欢去海边把冰淇淋吃了。,"天气热的时候,孩子们总是喜欢去海边吃冰淇淋。","天气热的时候,孩子们总是喜欢去海边把冰淇淋吃了。",True,False,False,False,,
SVO-HG-038,SVO-preferred,习惯性动作与泛指,SVO,BA,每次遇到不会的汉字，他都习惯用手机查字典。,每次遇到不会的汉字，他都习惯用手机把字典查了。,"每次遇到不会的汉字,他都习惯用手机查字典。","每次遇到不会的汉字,他都习惯用手机把字典查了。",True,False,False,False,,
SVO-HG-039,SVO-preferred,习惯性动作与泛指,SVO,BA,只要是周末，爸爸都会坐在沙发上看报纸。,只要是周末，爸爸都会坐在沙发上把报纸看了。,"只要是周末,爸爸都会坐在沙发上看电视。","只要是周末,爸爸都会坐在沙发上把报纸看了。",False,False,False,False,replace:报纸->电视@16:18,
SVO-HG-040,SVO-preferred,习惯性动作与泛指,SVO,BA,每天下班回家路上，妈妈都会去菜市场买菜。,每天下班回家路上，妈妈都会去菜市场把菜买了。,"每天下班回家路上,妈妈都会去菜市场买菜。","每天下班回家路上,妈妈都会去菜市场把菜买了。",True,False,False,False,,
SVO-HG-041,SVO-preferred,习惯性动作与泛指,SVO,BA,每天吃完晚饭，全家人都会坐在客厅里看电视剧。,每天吃完晚饭，全家人都会坐在客厅里把电视剧看了。,"每天吃完晚饭,全家人都会坐在客厅里看电视剧。","每天吃完晚饭,全家人都会坐在客厅里把电视剧看了。",True,False,False,False,,
SVO-HG-042,SVO-preferred,习惯性动作与泛指,SVO,BA,每天下班后，哥哥都会去健身房锻炼身体。,每天下班后，哥哥都会去健身房把身体锻炼一下。,"每天下班后,哥哥都会去健身房锻炼身体。","每天下班后,哥哥都会去健身房把身体锻炼一下。",True,False,False,False,,
SVO-HG-043,SVO-preferred,习惯性动作与泛指,SVO,BA,每个月这个时候，妹妹都会去理发店剪头发。,每个月这个时候，妹妹都会去理发店把头发剪了。,"每个月这个时候,妹妹都会去理发店剪头发。","每个月这个时候,妹妹都会去理发店把头发剪了。",True,False,False,False,,
SVO-HG-044,SVO-preferred,习惯性动作与泛指,SVO,BA,每次放假，他们一家人都会去海边抓鱼。,每次放假，他们一家人都会去海边把鱼抓了。,"每次放假,他们一家人都会去海边抓鱼。","每次放假,他们一家人都会去海边把鱼抓了。",True,False,False,False,,
SVO-HG-045,SVO-preferred,习惯性动作与泛指,SVO,BA,每当有空的时候，姐姐总喜欢在阳台上喂鸽子。,每当有空的时候，姐姐总喜欢在阳台上把鸽子喂了。,"每当有空的时候,姐姐总喜欢在阳台上喂鸽子。","每当有空的时候,姐姐总喜欢在阳台上把鸽子喂了。",True,False,False,False,,
SVO-HG-046,SVO-preferred,习惯性动作与泛指,SVO,BA,每天睡觉前，妈妈都会给孩子讲故事。,每天睡觉前，妈妈都会给孩子把故事讲了。,"每天睡觉前,妈妈都会给孩子讲故事。","每天睡觉前,妈妈都会给孩子把故事讲了。",True,False,False,False,,
SVO-HG-047,SVO-preferred,习惯性动作与泛指,SVO,BA,每天上课前，老师都会仔细地给学生批改作业。,每天上课前，老师都会仔细地给学生把作业批改了。,"每天上课前,老师都会仔细地给学生批改作业。","每天上课前,老师都会仔细地给学生把作业批改了。",True,False,False,False,,
SVO-HG-048,SVO-preferred,习惯性动作与泛指,SVO,BA,每天开车前，司机都会认真地检查汽车。,每天开车前，司机都会认真地把汽车检查了。,"每天开车前,司机都会认真地检查汽车。","每天开车前,司机都会认真地把汽车检查了。",True,False,False,False,,
SVO-HG-049,SVO-preferred,习惯性动作与泛指,SVO,BA,每到冬天，北方人常常一起吃火锅。,每到冬天，北方人常常一起把火锅吃了。,"每到冬天,北方人常常一起吃火锅。","每到冬天,北方人常常一起把火锅吃了。",True,False,False,False,,
SVO-HG-050,SVO-preferred,习惯性动作与泛指,SVO,BA,遇到周末，很多年轻人都喜欢去酒吧喝酒。,遇到周末，很多年轻人都喜欢去酒吧把酒喝了。,"遇到周末,很多年轻人都喜欢去酒吧喝酒。","遇到周末,很多年轻人都喜欢去酒吧把酒喝了。",True,False,False,False,,
SVO-NS-001,SVO-preferred,叙述经历和日程,SVO,BA,昨晚停电了，我在黑暗中坐了一会儿，然后去厨房点了那根蜡烛。,昨晚停电了，我在黑暗中坐了一会儿，然后去厨房把那根蜡烛点了。,"昨晚停电了,我在黑暗中坐了一会儿,然后去厨房点了那根蜡烛。","昨晚停电了,我在黑暗中坐了一会儿,然后去厨房把那根蜡烛点了。",True,False,False,False,,
SVO-NS-002,SVO-preferred,叙述经历和日程,SVO,BA,我昨天复习得很认真，先看了书上的笔记，又默写了单词，然后做完了那张练习卷。,我昨天复习得很认真，先看了书上的笔记，又默写了单词，然后把那张练习卷做完了。,"我昨天复习得很认真,先看了书上的笔记,又默写了单词,然后做完了那张练习卷。","我昨天复习得很认真,先看了书上的笔记,又默写了单词,然后把那张练习卷做完了。",True,False,False,False,,
SVO-NS-003,SVO-preferred,叙述经历和日程,SVO,BA,周末我去逛商场，买了一双鞋，晚上还看了一场电影。,周末我去逛商场，买了一双鞋，晚上还把那场电影看了。,"周末我去逛商场,买了一双鞋,晚上还看了一场电影。","周末我去逛商场,买了一双鞋,晚上还把那场电影看了。",True,False,False,False,,
SVO-NS-004,SVO-preferred,叙述经历和日程,SVO,BA,早上时间太紧了，我匆匆忙忙刷了牙，洗了脸，然后穿上了鞋子。,早上时间太紧了，我匆匆忙忙刷了牙，洗了脸，然后把鞋子穿上了。,"早上时间太紧了,我匆匆忙忙刷了牙,洗了脸,然后穿上了鞋子。","早上时间太紧了,我匆匆忙忙刷了牙,洗了脸,然后把鞋子穿上了。",True,False,False,False,,
SVO-NS-005,SVO-preferred,叙述经历和日程,SVO,BA,昨天生日派对上，大家先唱了生日歌，又许了愿望，然后一起切了蛋糕。,昨天生日派对上，大家先唱了生日歌，又许了愿望，然后一起把蛋糕切了。,"昨天生日派对上,大家先唱了生日歌,又许了愿望,然后一起切了蛋糕。","昨天生日派对上,大家先唱了生日歌,又许了愿望,然后一起把蛋糕切了。",True,False,False,False,,
SVO-NS-006,SVO-preferred,叙述经历和日程,SVO,BA,他走进房间，脱下外套，然后走到窗前默默地点了一支烟。,他走进房间，脱下外套，然后走到窗前默默地把那支烟点了。,"他走进房间,脱下外套,然后走到窗前默默地点了一支烟。","他走进房间,脱下外套,然后走到窗前默默地把那支烟点了。",True,False,False,False,,
SVO-NS-007,SVO-preferred,叙述经历和日程,SVO,BA,去北京旅行的时候，我们去了故宫，看了天安门，爬了长城，最后还吃了烤鸭。,去北京旅行的时候，我们去了故宫，看了天安门，爬了长城，最后还把烤鸭吃了。,"去北京旅行的时候,我们去了故宫,看了天安门,爬了长城,最后还吃了烤鸭。","去北京旅行的时候,我们去了故宫,看了天安门,爬了长城,最后还把烤鸭吃了。",True,False,False,False,,
SVO-NS-008,SVO-preferred,叙述经历和日程,SVO,BA,经理先开了一个早会，然后回到办公室，开始写那份年终报告。,经理先开了一个早会，然后回到办公室，开始把那份年终报告写了。,"经理先开了一个早餐,然后回到办公室,开始写那份年终报告。","经理先开了一个早餐,然后回到办公室,开始把那份年终报告写了。",False,True,False,False,replace:会->餐@8:9,replace:会->餐@8:9
SVO-NS-009,SVO-preferred,叙述经历和日程,SVO,BA,在音乐会上，大家都很安静，认真地听那首钢琴曲。,在音乐会上，大家都很安静，认真地把那首钢琴曲听了。,"在音乐会上,大家都很安静,认真地听那首钢琴曲。","在音乐会上,大家都很安静,认真地把那首钢琴曲听了。",True,False,False,False,,
SVO-NS-010,SVO-preferred,叙述经历和日程,SVO,BA,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去踩那些沙子。,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去把那些沙子踩了。,"到了海边,孩子们兴奋地脱掉鞋子,马上跑过去踩那些沙子。","到了海边,孩子们兴奋地脱掉鞋子,马上跑过去把那些沙子踩了。",True,False,False,False,,
SVO-NS-011,SVO-preferred,叙述经历和日程,SVO,BA,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里写作业了。,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里把作业写了。,"饭后,我帮妈妈洗了碗,然后看了一会儿电视,就回到自己房间里写作业了。","饭后,我帮妈妈洗了碗,然后看了一会儿电视,就回到自己房间里把作业写了。",True,False,False,False,,
SVO-NS-012,SVO-preferred,叙述经历和日程,SVO,BA,昨天我去书店，先买了一本字典，然后去二楼买了一本画册。,昨天我去书店，先买了一本字典，然后去二楼把那本画册买了。,"昨天我去书店,先买了一本字典,然后去二楼买了一本画册。","昨天我去书店,先买了一本字典,然后去二楼把那本画册买了。",True,False,False,False,,
SVO-NS-013,SVO-preferred,叙述经历和日程,SVO,BA,早上我起床后，先喝了一杯温水，然后去厨房吃了一块面包。,早上我起床后，先喝了一杯温水，然后去厨房把那块面包吃了。,"早上我起床后,先喝了一杯温水,然后去厨房吃了一块面包。","早上我起床后,先喝了一杯温水,然后去厨房把那块面包吃了。",True,False,False,False,,
SVO-NS-014,SVO-preferred,叙述经历和日程,SVO,BA,我们去公园玩，先散了步，看了花，然后在长椅上坐着听了一首中文歌。,我们去公园玩，先散了步，看了花，然后在长椅上坐着把那首中文歌听了。,"我们去公园玩,先散了步,看了花,然后在长椅上坐着听了一首中文歌。","我们去公园玩,先散了步,看了花,然后在长椅上坐着把那首中文歌听了。",True,False,False,False,,
SVO-NS-015,SVO-preferred,叙述经历和日程,SVO,BA,他走进办公室，先开了空调，然后坐下来写了一份总结。,他走进办公室，先开了空调，然后坐下来把那份总结写了。,"他走进办公室,先开了空调,然后坐下来写了一份总结。","他走进办公室,先开了空调,然后坐下来把那份总结写了。",True,False,False,False,,
SVO-NS-016,SVO-preferred,叙述经历和日程,SVO,BA,去商场购物时，我先买了一件衬衫，后来又去五楼买了一双凉鞋。,去商场购物时，我先买了一件衬衫，后来又去五楼把那双凉鞋买了。,"去商场购物时,我先买了一件衬衫,后来又去五楼买了一双凉鞋。","去商场购物时,我先买了一件衬衫,后来又去五楼把那双凉鞋买了。",True,False,False,False,,
SVO-NS-017,SVO-preferred,叙述经历和日程,SVO,BA,大家聚餐时，先喝了果汁，又聊了天，最后一起喝了一瓶红酒。,大家聚餐时，先喝了果汁，又聊了天，最后一起把那瓶红酒喝了。,"大家聚餐时,先喝了果汁,又聊了天,最后一起喝了一瓶红酒。","大家聚餐时,先喝了果汁,又聊了天,最后一起把那瓶红酒喝了。",True,False,False,False,,
SVO-NS-018,SVO-preferred,叙述经历和日程,SVO,BA,在火车站候车时，我先查了时刻表，然后去书报亭买了一张地图。,在火车站候车时，我先查了时刻表，然后去书报亭把那张地图买了。,"在火车站候车时,我先查了时刻表,然后去书报亭买了一张地图。","在火车站候车时,我先查了时刻表,然后去书报亭把那张地图买了。",True,False,False,False,,
SVO-NS-019,SVO-preferred,叙述经历和日程,SVO,BA,回到家后，他先放下书包，脱了外套，然后去厨房煮了一碗面条。,回到家后，他先放下书包，脱了外套，然后去厨房把那碗面条煮了。,"回到家后,他先放下书包,脱了外套,然后去厨房煮了一碗面条。","回到家后,他先放下书包,脱了外套,然后去厨房把那碗面条煮了。",True,False,False,False,,
SVO-NS-020,SVO-preferred,叙述经历和日程,SVO,BA,准备开会前，我先打印了材料，然后去休息间泡了一壶热茶。,准备开会前，我先打印了材料，然后去休息间把那壶热茶泡了。,"准备开会前,我先打印了材料,然后去休息间泡了一壶热茶。","准备开会前,我先打印了材料,然后去休息间把那壶热茶泡了。",True,False,False,False,,
SVO-NS-021,SVO-preferred,叙述经历和日程,SVO,BA,回到家后，我先洗了手，然后去厨房切了一个西瓜。,回到家后，我先洗了手，然后去厨房把那个西瓜切了。,"回到家后,我先洗了手,然后去厨房切了一个西瓜。","回到家后,我先洗了手,然后去厨房把那个西瓜切了。",True,False,False,False,,
SVO-NS-022,SVO-preferred,叙述经历和日程,SVO,BA,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店买了一张明信片。,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店把那张明信片买了。,"昨天去参观博物馆,我们先听了导游的讲解,最后在门口的纪念品店买了一张明信片。","昨天去参观博物馆,我们先听了导游的讲解,最后在门口的纪念品店把那张明信片买了。",True,False,False,False,,
SVO-NS-023,SVO-preferred,叙述经历和日程,SVO,BA,昨天我去医院看病，医生先问了情况，然后给我开了一些药。,昨天我去医院看病，医生先问了情况，然后给我把那些药开了。,"昨天我去医院看病,医生先问了情况,然后给我开了一些药。","昨天我去医院看病,医生先问了情况,然后给我把那些药开了。",True,False,False,False,,
