global_test_id,block,context_status,source_context_preference,subcondition_no,subcondition_label,original_item_no,pair_id,block_pair_id,test_unit_no,construction_candidate,preference_in_source_context,prompt_for_surprisal,target_continuation,full_test_sentence,source_prompt_with_context,local_prefix_no_context,notes,row_id,sentence_for_t5,is_contextualized,is_contextless,gold_is_nonpreferred,gold_is_preferred,t5_corrected,t5_details,t5_num_reported_edits,input_norm,t5_corrected_norm,t5_raw_changed,t5_substantive_changed,t5_accepted_no_substantive_edit,t5_edit_distance_norm,t5_edit_summary,paired_preferred_sentence,paired_preferred_norm,t5_corrected_to_paired_preferred
T0075,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,38,BA-PC-038,BA-CTX-PC-038,1,BA,preferred,昨天晚上剩下的米饭，我早上加了蛋,把它炒了,昨天晚上剩下的米饭，我早上加了蛋把它炒了。,昨天晚上剩下的米饭，我早上加了蛋,我早上加了蛋,,74,昨天晚上剩下的米饭，我早上加了蛋把它炒了。,True,False,False,True,"昨天晚上剩下的米饭,我早上加了蛋把它炒了。",,,"昨天晚上剩下的米饭,我早上加了蛋把它炒了","昨天晚上剩下的米饭,我早上加了蛋把它炒了",True,False,True,0,,昨天晚上剩下的米饭，我早上加了蛋把它炒了。,"昨天晚上剩下的米饭,我早上加了蛋把它炒了",False
T0076,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,38,BA-PC-038,BA-CTX-PC-038,2,SVO,non-preferred,昨天晚上剩下的米饭，我早上加了蛋,炒了它,昨天晚上剩下的米饭，我早上加了蛋炒了它。,昨天晚上剩下的米饭，我早上加了蛋,我早上加了蛋,,75,昨天晚上剩下的米饭，我早上加了蛋炒了它。,True,False,True,False,"昨天晚上剩下的米饭,我早上加了蛋炒了它。",,,"昨天晚上剩下的米饭,我早上加了蛋炒了它","昨天晚上剩下的米饭,我早上加了蛋炒了它",True,False,True,0,,昨天晚上剩下的米饭，我早上加了蛋把它炒了。,"昨天晚上剩下的米饭,我早上加了蛋把它炒了",False
T0077,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,39,BA-PC-039,BA-CTX-PC-039,1,BA,preferred,这瓶矿泉水我已经打开了，你赶紧,把它喝了吧,这瓶矿泉水我已经打开了，你赶紧把它喝了吧。,这瓶矿泉水我已经打开了，你赶紧,你赶紧,,76,这瓶矿泉水我已经打开了，你赶紧把它喝了吧。,True,False,False,True,"这瓶矿泉水我已经打开了,你赶紧把它喝了吧。",,,"这瓶矿泉水我已经打开了,你赶紧把它喝了吧","这瓶矿泉水我已经打开了,你赶紧把它喝了吧",True,False,True,0,,这瓶矿泉水我已经打开了，你赶紧把它喝了吧。,"这瓶矿泉水我已经打开了,你赶紧把它喝了吧",False
T0078,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,39,BA-PC-039,BA-CTX-PC-039,2,SVO,non-preferred,这瓶矿泉水我已经打开了，你赶紧,喝了它吧,这瓶矿泉水我已经打开了，你赶紧喝了它吧。,这瓶矿泉水我已经打开了，你赶紧,你赶紧,,77,这瓶矿泉水我已经打开了，你赶紧喝了它吧。,True,False,True,False,"这瓶矿泉水我已经打开了,你赶紧喝了它吧。",,,"这瓶矿泉水我已经打开了,你赶紧喝了它吧","这瓶矿泉水我已经打开了,你赶紧喝了它吧",True,False,True,0,,这瓶矿泉水我已经打开了，你赶紧把它喝了吧。,"这瓶矿泉水我已经打开了,你赶紧把它喝了吧",False
T0079,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,40,BA-PC-040,BA-CTX-PC-040,1,BA,preferred,那块大石头挡在路中间，工人们用机器,把它砸碎了,那块大石头挡在路中间，工人们用机器把它砸碎了。,那块大石头挡在路中间，工人们用机器,工人们用机器,,78,那块大石头挡在路中间，工人们用机器把它砸碎了。,True,False,False,True,"那块大石头挡在路中间,工人们用机器把它砸碎了。",,,"那块大石头挡在路中间,工人们用机器把它砸碎了","那块大石头挡在路中间,工人们用机器把它砸碎了",True,False,True,0,,那块大石头挡在路中间，工人们用机器把它砸碎了。,"那块大石头挡在路中间,工人们用机器把它砸碎了",False
T0080,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,40,BA-PC-040,BA-CTX-PC-040,2,SVO,non-preferred,那块大石头挡在路中间，工人们用机器,砸碎了它,那块大石头挡在路中间，工人们用机器砸碎了它。,那块大石头挡在路中间，工人们用机器,工人们用机器,,79,那块大石头挡在路中间，工人们用机器砸碎了它。,True,False,True,False,"那块大石头挡在路中间,工人们用机器砸碎了它。",,,"那块大石头挡在路中间,工人们用机器砸碎了它","那块大石头挡在路中间,工人们用机器砸碎了它",True,False,True,0,,那块大石头挡在路中间，工人们用机器把它砸碎了。,"那块大石头挡在路中间,工人们用机器把它砸碎了",False
T0081,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,41,BA-PC-041,BA-CTX-PC-041,1,BA,preferred,外面太阳很大，被子很潮湿，妈妈拿出去,把它晒干了,外面太阳很大，被子很潮湿，妈妈拿出去把它晒干了。,外面太阳很大，被子很潮湿，妈妈拿出去,妈妈拿出去,,80,外面太阳很大，被子很潮湿，妈妈拿出去把它晒干了。,True,False,False,True,"外面太阳很大,被子很潮湿,妈妈拿出去把它晒干了。",,,"外面太阳很大,被子很潮湿,妈妈拿出去把它晒干了","外面太阳很大,被子很潮湿,妈妈拿出去把它晒干了",True,False,True,0,,外面太阳很大，被子很潮湿，妈妈拿出去把它晒干了。,"外面太阳很大,被子很潮湿,妈妈拿出去把它晒干了",False
T0082,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,41,BA-PC-041,BA-CTX-PC-041,2,SVO,non-preferred,外面太阳很大，被子很潮湿，妈妈拿出去,晒干了它,外面太阳很大，被子很潮湿，妈妈拿出去晒干了它。,外面太阳很大，被子很潮湿，妈妈拿出去,妈妈拿出去,,81,外面太阳很大，被子很潮湿，妈妈拿出去晒干了它。,True,False,True,False,"外面太阳很大,被子很潮湿,妈妈拿出去晒干了它。",,,"外面太阳很大,被子很潮湿,妈妈拿出去晒干了它","外面太阳很大,被子很潮湿,妈妈拿出去晒干了它",True,False,True,0,,外面太阳很大，被子很潮湿，妈妈拿出去把它晒干了。,"外面太阳很大,被子很潮湿,妈妈拿出去把它晒干了",False
T0083,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,42,BA-PC-042,BA-CTX-PC-042,1,BA,preferred,这个木头椅子不结实了，爷爷用钉子,把它加固了,这个木头椅子不结实了，爷爷用钉子把它加固了。,这个木头椅子不结实了，爷爷用钉子,爷爷用钉子,,82,这个木头椅子不结实了，爷爷用钉子把它加固了。,True,False,False,True,"这个木头椅子不结实了,爷爷用钉子把它加固了。",,,"这个木头椅子不结实了,爷爷用钉子把它加固了","这个木头椅子不结实了,爷爷用钉子把它加固了",True,False,True,0,,这个木头椅子不结实了，爷爷用钉子把它加固了。,"这个木头椅子不结实了,爷爷用钉子把它加固了",False
T0084,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,42,BA-PC-042,BA-CTX-PC-042,2,SVO,non-preferred,这个木头椅子不结实了，爷爷用钉子,加固了它,这个木头椅子不结实了，爷爷用钉子加固了它。,这个木头椅子不结实了，爷爷用钉子,爷爷用钉子,,83,这个木头椅子不结实了，爷爷用钉子加固了它。,True,False,True,False,"这个木头椅子不结实了,爷爷用钉子加固了它。",,,"这个木头椅子不结实了,爷爷用钉子加固了它","这个木头椅子不结实了,爷爷用钉子加固了它",True,False,True,0,,这个木头椅子不结实了，爷爷用钉子把它加固了。,"这个木头椅子不结实了,爷爷用钉子把它加固了",False
T0085,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,43,BA-PC-043,BA-CTX-PC-043,1,BA,preferred,我的旧裤子太长了，昨天裁缝,把它改短了,我的旧裤子太长了，昨天裁缝把它改短了。,我的旧裤子太长了，昨天裁缝,昨天裁缝,,84,我的旧裤子太长了，昨天裁缝把它改短了。,True,False,False,True,"我的旧裤子太长了,昨天裁缝把它改短了。",,,"我的旧裤子太长了,昨天裁缝把它改短了","我的旧裤子太长了,昨天裁缝把它改短了",True,False,True,0,,我的旧裤子太长了，昨天裁缝把它改短了。,"我的旧裤子太长了,昨天裁缝把它改短了",False
T0086,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,43,BA-PC-043,BA-CTX-PC-043,2,SVO,non-preferred,我的旧裤子太长了，昨天裁缝,改短了它,我的旧裤子太长了，昨天裁缝改短了它。,我的旧裤子太长了，昨天裁缝,昨天裁缝,,85,我的旧裤子太长了，昨天裁缝改短了它。,True,False,True,False,"我的旧裤子太长了,昨天裁缝改短了它。",,,"我的旧裤子太长了,昨天裁缝改短了它","我的旧裤子太长了,昨天裁缝改短了它",True,False,True,0,,我的旧裤子太长了，昨天裁缝把它改短了。,"我的旧裤子太长了,昨天裁缝把它改短了",False
T0087,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,44,BA-PC-044,BA-CTX-PC-044,1,BA,preferred,这篇文章写得太长了，我就,把它缩短了,这篇文章写得太长了，我就把它缩短了。,这篇文章写得太长了，我就,我就,,86,这篇文章写得太长了，我就把它缩短了。,True,False,False,True,"这篇文章写得太长了,我就把它缩短了。",,,"这篇文章写得太长了,我就把它缩短了","这篇文章写得太长了,我就把它缩短了",True,False,True,0,,这篇文章写得太长了，我就把它缩短了。,"这篇文章写得太长了,我就把它缩短了",False
T0088,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,44,BA-PC-044,BA-CTX-PC-044,2,SVO,non-preferred,这篇文章写得太长了，我就,缩短了它,这篇文章写得太长了，我就缩短了它。,这篇文章写得太长了，我就,我就,,87,这篇文章写得太长了，我就缩短了它。,True,False,True,False,"这篇文章写得太长了,我就缩短了它。",,,"这篇文章写得太长了,我就缩短了它","这篇文章写得太长了,我就缩短了它",True,False,True,0,,这篇文章写得太长了，我就把它缩短了。,"这篇文章写得太长了,我就把它缩短了",False
T0089,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,45,BA-PC-045,BA-CTX-PC-045,1,BA,preferred,那个旧轮胎漏气了，修车师傅,把它补好了,那个旧轮胎漏气了，修车师傅把它补好了。,那个旧轮胎漏气了，修车师傅,修车师傅,,88,那个旧轮胎漏气了，修车师傅把它补好了。,True,False,False,True,"那个旧轮胎漏气了,修车师傅把它补好了。",,,"那个旧轮胎漏气了,修车师傅把它补好了","那个旧轮胎漏气了,修车师傅把它补好了",True,False,True,0,,那个旧轮胎漏气了，修车师傅把它补好了。,"那个旧轮胎漏气了,修车师傅把它补好了",False
T0090,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,45,BA-PC-045,BA-CTX-PC-045,2,SVO,non-preferred,那个旧轮胎漏气了，修车师傅,补好了它,那个旧轮胎漏气了，修车师傅补好了它。,那个旧轮胎漏气了，修车师傅,修车师傅,,89,那个旧轮胎漏气了，修车师傅补好了它。,True,False,True,False,"那个旧轮胎漏气了,修车师傅补好了它。",,,"那个旧轮胎漏气了,修车师傅补好了它","那个旧轮胎漏气了,修车师傅补好了它",True,False,True,0,,那个旧轮胎漏气了，修车师傅把它补好了。,"那个旧轮胎漏气了,修车师傅把它补好了",False
T0091,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,46,BA-PC-046,BA-CTX-PC-046,1,BA,preferred,这杯茶已经凉透了，我不喜欢喝凉茶，就,把它倒掉了,这杯茶已经凉透了，我不喜欢喝凉茶，就把它倒掉了。,这杯茶已经凉透了，我不喜欢喝凉茶，就,我就,,90,这杯茶已经凉透了，我不喜欢喝凉茶，就把它倒掉了。,True,False,False,True,"这杯茶已经凉透了,我不喜欢喝凉茶,就把它倒掉了。",,,"这杯茶已经凉透了,我不喜欢喝凉茶,就把它倒掉了","这杯茶已经凉透了,我不喜欢喝凉茶,就把它倒掉了",True,False,True,0,,这杯茶已经凉透了，我不喜欢喝凉茶，就把它倒掉了。,"这杯茶已经凉透了,我不喜欢喝凉茶,就把它倒掉了",False
T0092,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,46,BA-PC-046,BA-CTX-PC-046,2,SVO,non-preferred,这杯茶已经凉透了，我不喜欢喝凉茶，就,倒掉它了,这杯茶已经凉透了，我不喜欢喝凉茶，就倒掉它了。,这杯茶已经凉透了，我不喜欢喝凉茶，就,我就,,91,这杯茶已经凉透了，我不喜欢喝凉茶，就倒掉它了。,True,False,True,False,"这杯茶已经凉透了,我不喜欢喝凉茶,就倒掉它了。",,,"这杯茶已经凉透了,我不喜欢喝凉茶,就倒掉它了","这杯茶已经凉透了,我不喜欢喝凉茶,就倒掉它了",True,False,True,0,,这杯茶已经凉透了，我不喜欢喝凉茶，就把它倒掉了。,"这杯茶已经凉透了,我不喜欢喝凉茶,就把它倒掉了",False
T0093,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,47,BA-PC-047,BA-CTX-PC-047,1,BA,preferred,听说你想吃饼干，我现在已经,把它烤熟了,听说你想吃饼干，我现在已经把它烤熟了。,听说你想吃饼干，我现在已经,我现在已经,,92,听说你想吃饼干，我现在已经把它烤熟了。,True,False,False,True,"听说你想吃饼干,我现在已经把它烤熟了。",,,"听说你想吃饼干,我现在已经把它烤熟了","听说你想吃饼干,我现在已经把它烤熟了",True,False,True,0,,听说你想吃饼干，我现在已经把它烤熟了。,"听说你想吃饼干,我现在已经把它烤熟了",False
T0094,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,47,BA-PC-047,BA-CTX-PC-047,2,SVO,non-preferred,听说你想吃饼干，我现在已经,烤熟它了,听说你想吃饼干，我现在已经烤熟它了。,听说你想吃饼干，我现在已经,我现在已经,,93,听说你想吃饼干，我现在已经烤熟它了。,True,False,True,False,"听说你想吃饼干,我现在已经烤熟它了。",,,"听说你想吃饼干,我现在已经烤熟它了","听说你想吃饼干,我现在已经烤熟它了",True,False,True,0,,听说你想吃饼干，我现在已经把它烤熟了。,"听说你想吃饼干,我现在已经把它烤熟了",False
T0095,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,48,BA-PC-048,BA-CTX-PC-048,1,BA,preferred,弟弟把口香糖吐在纸巾里，他,把它包起来了,弟弟把口香糖吐在纸巾里，他把它包起来了。,弟弟把口香糖吐在纸巾里，他,他,,94,弟弟把口香糖吐在纸巾里，他把它包起来了。,True,False,False,True,"弟弟把口香糖吐在纸巾里,他把它包起来了。",,,"弟弟把口香糖吐在纸巾里,他把它包起来了","弟弟把口香糖吐在纸巾里,他把它包起来了",True,False,True,0,,弟弟把口香糖吐在纸巾里，他把它包起来了。,"弟弟把口香糖吐在纸巾里,他把它包起来了",False
T0096,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,48,BA-PC-048,BA-CTX-PC-048,2,SVO,non-preferred,弟弟把口香糖吐在纸巾里，他,包起它来了,弟弟把口香糖吐在纸巾里，他包起它来了。,弟弟把口香糖吐在纸巾里，他,他,,95,弟弟把口香糖吐在纸巾里，他包起它来了。,True,False,True,False,"弟弟把口香糖吐在纸巾里,他抱起他来了。",,,"弟弟把口香糖吐在纸巾里,他包起它来了","弟弟把口香糖吐在纸巾里,他抱起他来了",True,True,False,2,replace:包->抱@13:14 | replace:它->他@15:16,弟弟把口香糖吐在纸巾里，他把它包起来了。,"弟弟把口香糖吐在纸巾里,他把它包起来了",False
T0097,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,49,BA-PC-049,BA-CTX-PC-049,1,BA,preferred,那个闹钟一直响个不停，我伸手,把它关掉了,那个闹钟一直响个不停，我伸手把它关掉了。,那个闹钟一直响个不停，我伸手,我伸手,,96,那个闹钟一直响个不停，我伸手把它关掉了。,True,False,False,True,"那个闹钟一直响个不停,我伸手把它关掉了。",,,"那个闹钟一直响个不停,我伸手把它关掉了","那个闹钟一直响个不停,我伸手把它关掉了",True,False,True,0,,那个闹钟一直响个不停，我伸手把它关掉了。,"那个闹钟一直响个不停,我伸手把它关掉了",False
T0098,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,49,BA-PC-049,BA-CTX-PC-049,2,SVO,non-preferred,那个闹钟一直响个不停，我伸手,关掉它了,那个闹钟一直响个不停，我伸手关掉它了。,那个闹钟一直响个不停，我伸手,我伸手,,97,那个闹钟一直响个不停，我伸手关掉它了。,True,False,True,False,"那个闹钟一直响个不停,我伸手关掉它了。",,,"那个闹钟一直响个不停,我伸手关掉它了","那个闹钟一直响个不停,我伸手关掉它了",True,False,True,0,,那个闹钟一直响个不停，我伸手把它关掉了。,"那个闹钟一直响个不停,我伸手把它关掉了",False
T0099,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,50,BA-PC-050,BA-CTX-PC-050,1,BA,preferred,这盒冰淇淋马上就要融化了，你快点,把它吃了吧,这盒冰淇淋马上就要融化了，你快点把它吃了吧。,这盒冰淇淋马上就要融化了，你快点,你快点,,98,这盒冰淇淋马上就要融化了，你快点把它吃了吧。,True,False,False,True,"这盒冰淇淋马上就要融化了,你快点把它吃了吧。",,,"这盒冰淇淋马上就要融化了,你快点把它吃了吧","这盒冰淇淋马上就要融化了,你快点把它吃了吧",True,False,True,0,,这盒冰淇淋马上就要融化了，你快点把它吃了吧。,"这盒冰淇淋马上就要融化了,你快点把它吃了吧",False
T0100,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,50,BA-PC-050,BA-CTX-PC-050,2,SVO,non-preferred,这盒冰淇淋马上就要融化了，你快点,吃了它吧,这盒冰淇淋马上就要融化了，你快点吃了它吧。,这盒冰淇淋马上就要融化了，你快点,你快点,,99,这盒冰淇淋马上就要融化了，你快点吃了它吧。,True,False,True,False,"这盒冰淇淋马上就要融化了,你快点吃了它吧。",,,"这盒冰淇淋马上就要融化了,你快点吃了它吧","这盒冰淇淋马上就要融化了,你快点吃了它吧",True,False,True,0,,这盒冰淇淋马上就要融化了，你快点把它吃了吧。,"这盒冰淇淋马上就要融化了,你快点把它吃了吧",False
T0101,BA_有语境_200,有语境,BA-preferred,2,空间位移,1,BA-SD-001,BA-CTX-SD-001,1,BA,preferred,你的外套放在沙发上太乱了，我,把它挂起来了,你的外套放在沙发上太乱了，我把它挂起来了。,你的外套放在沙发上太乱了，我,我,,100,你的外套放在沙发上太乱了，我把它挂起来了。,True,False,False,True,"你的外套放在沙发上太乱了,我把它挂起来了。",,,"你的外套放在沙发上太乱了,我把它挂起来了","你的外套放在沙发上太乱了,我把它挂起来了",True,False,True,0,,你的外套放在沙发上太乱了，我把它挂起来了。,"你的外套放在沙发上太乱了,我把它挂起来了",False
T0102,BA_有语境_200,有语境,BA-preferred,2,空间位移,1,BA-SD-001,BA-CTX-SD-001,2,SVO,non-preferred,你的外套放在沙发上太乱了，我,挂起它来了,你的外套放在沙发上太乱了，我挂起它来了。,你的外套放在沙发上太乱了，我,我,,101,你的外套放在沙发上太乱了，我挂起它来了。,True,False,True,False,"你的外套放在沙发上太乱了,我挂起它来了。",,,"你的外套放在沙发上太乱了,我挂起它来了","你的外套放在沙发上太乱了,我挂起它来了",True,False,True,0,,你的外套放在沙发上太乱了，我把它挂起来了。,"你的外套放在沙发上太乱了,我把它挂起来了",False
T0103,BA_有语境_200,有语境,BA-preferred,2,空间位移,2,BA-SD-002,BA-CTX-SD-002,1,BA,preferred,外面下雨了，院子里的自行车，我已经,把它推进来了,外面下雨了，院子里的自行车，我已经把它推进来了。,外面下雨了，院子里的自行车，我已经,我已经,,102,外面下雨了，院子里的自行车，我已经把它推进来了。,True,False,False,True,"外面下雨了,院子里的自行车,我已经把它推进来了。",,,"外面下雨了,院子里的自行车,我已经把它推进来了","外面下雨了,院子里的自行车,我已经把它推进来了",True,False,True,0,,外面下雨了，院子里的自行车，我已经把它推进来了。,"外面下雨了,院子里的自行车,我已经把它推进来了",False
T0104,BA_有语境_200,有语境,BA-preferred,2,空间位移,2,BA-SD-002,BA-CTX-SD-002,2,SVO,non-preferred,外面下雨了，院子里的自行车，我已经,推它进来了,外面下雨了，院子里的自行车，我已经推它进来了。,外面下雨了，院子里的自行车，我已经,我已经,,103,外面下雨了，院子里的自行车，我已经推它进来了。,True,False,True,False,"外面下雨了,院子里的自行车,我已经推它进来了。",,,"外面下雨了,院子里的自行车,我已经推它进来了","外面下雨了,院子里的自行车,我已经推它进来了",True,False,True,0,,外面下雨了，院子里的自行车，我已经把它推进来了。,"外面下雨了,院子里的自行车,我已经把它推进来了",False
T0105,BA_有语境_200,有语境,BA-preferred,2,空间位移,3,BA-SD-003,BA-CTX-SD-003,1,BA,preferred,这本书我看完了，昨天我,把它放回书架了,这本书我看完了，昨天我把它放回书架了。,这本书我看完了，昨天我,昨天我,,104,这本书我看完了，昨天我把它放回书架了。,True,False,False,True,"这本书我看完了,昨天我把它放回书架了。",,,"这本书我看完了,昨天我把它放回书架了","这本书我看完了,昨天我把它放回书架了",True,False,True,0,,这本书我看完了，昨天我把它放回书架了。,"这本书我看完了,昨天我把它放回书架了",False
T0106,BA_有语境_200,有语境,BA-preferred,2,空间位移,3,BA-SD-003,BA-CTX-SD-003,2,SVO,non-preferred,这本书我看完了，昨天我,放它回书架了,这本书我看完了，昨天我放它回书架了。,这本书我看完了，昨天我,昨天我,,105,这本书我看完了，昨天我放它回书架了。,True,False,True,False,"这本书我看完了,昨天我放他回书架了。",,,"这本书我看完了,昨天我放它回书架了","这本书我看完了,昨天我放他回书架了",True,True,False,1,replace:它->他@12:13,这本书我看完了，昨天我把它放回书架了。,"这本书我看完了,昨天我把它放回书架了",False
T0107,BA_有语境_200,有语境,BA-preferred,2,空间位移,4,BA-SD-004,BA-CTX-SD-004,1,BA,preferred,垃圾桶满了，出门的时候我,把垃圾扔了,垃圾桶满了，出门的时候我把垃圾扔了。,垃圾桶满了，出门的时候我,出门的时候我,,106,垃圾桶满了，出门的时候我把垃圾扔了。,True,False,False,True,"垃圾桶满了,出门的时候我把垃圾扔了。",,,"垃圾桶满了,出门的时候我把垃圾扔了","垃圾桶满了,出门的时候我把垃圾扔了",True,False,True,0,,垃圾桶满了，出门的时候我把垃圾扔了。,"垃圾桶满了,出门的时候我把垃圾扔了",False
T0108,BA_有语境_200,有语境,BA-preferred,2,空间位移,4,BA-SD-004,BA-CTX-SD-004,2,SVO,non-preferred,垃圾桶满了，出门的时候我,扔了垃圾,垃圾桶满了，出门的时候我扔了垃圾。,垃圾桶满了，出门的时候我,出门的时候我,,107,垃圾桶满了，出门的时候我扔了垃圾。,True,False,True,False,"垃圾桶满了,出门的时候我扔了垃圾。",,,"垃圾桶满了,出门的时候我扔了垃圾","垃圾桶满了,出门的时候我扔了垃圾",True,False,True,0,,垃圾桶满了，出门的时候我把垃圾扔了。,"垃圾桶满了,出门的时候我把垃圾扔了",False
T0109,BA_有语境_200,有语境,BA-preferred,2,空间位移,5,BA-SD-005,BA-CTX-SD-005,1,BA,preferred,行李箱太重了，我叫人,把它搬上楼了,行李箱太重了，我叫人把它搬上楼了。,行李箱太重了，我叫人,我叫人,,108,行李箱太重了，我叫人把它搬上楼了。,True,False,False,True,"行李箱太重了,我叫人把它搬上楼了。",,,"行李箱太重了,我叫人把它搬上楼了","行李箱太重了,我叫人把它搬上楼了",True,False,True,0,,行李箱太重了，我叫人把它搬上楼了。,"行李箱太重了,我叫人把它搬上楼了",False
T0110,BA_有语境_200,有语境,BA-preferred,2,空间位移,5,BA-SD-005,BA-CTX-SD-005,2,SVO,non-preferred,行李箱太重了，我叫人,搬它上了楼,行李箱太重了，我叫人搬它上了楼。,行李箱太重了，我叫人,我叫人,,109,行李箱太重了，我叫人搬它上了楼。,True,False,True,False,"行李箱太重了,我叫人搬他上了楼。",,,"行李箱太重了,我叫人搬它上了楼","行李箱太重了,我叫人搬他上了楼",True,True,False,1,replace:它->他@11:12,行李箱太重了，我叫人把它搬上楼了。,"行李箱太重了,我叫人把它搬上楼了",False
T0111,BA_有语境_200,有语境,BA-preferred,2,空间位移,6,BA-SD-006,BA-CTX-SD-006,1,BA,preferred,刚买的啤酒不凉，我,把它放进冰箱了,刚买的啤酒不凉，我把它放进冰箱了。,刚买的啤酒不凉，我,我,,110,刚买的啤酒不凉，我把它放进冰箱了。,True,False,False,True,"刚买的啤酒不凉,我把它放进冰箱了。",,,"刚买的啤酒不凉,我把它放进冰箱了","刚买的啤酒不凉,我把它放进冰箱了",True,False,True,0,,刚买的啤酒不凉，我把它放进冰箱了。,"刚买的啤酒不凉,我把它放进冰箱了",False
T0112,BA_有语境_200,有语境,BA-preferred,2,空间位移,6,BA-SD-006,BA-CTX-SD-006,2,SVO,non-preferred,刚买的啤酒不凉，我,放它进了冰箱,刚买的啤酒不凉，我放它进了冰箱。,刚买的啤酒不凉，我,我,,111,刚买的啤酒不凉，我放它进了冰箱。,True,False,True,False,"刚买的啤酒不亮,我放他进了冰箱。",,,"刚买的啤酒不凉,我放它进了冰箱","刚买的啤酒不亮,我放他进了冰箱",True,True,False,2,replace:凉->亮@6:7 | replace:它->他@10:11,刚买的啤酒不凉，我把它放进冰箱了。,"刚买的啤酒不凉,我把它放进冰箱了",False
T0113,BA_有语境_200,有语境,BA-preferred,2,空间位移,7,BA-SD-007,BA-CTX-SD-007,1,BA,preferred,钱包掉在地上了，我,把它捡起来了,钱包掉在地上了，我把它捡起来了。,钱包掉在地上了，我,我,,112,钱包掉在地上了，我把它捡起来了。,True,False,False,True,"钱包掉在地上了,我把它捡起来了。",,,"钱包掉在地上了,我把它捡起来了","钱包掉在地上了,我把它捡起来了",True,False,True,0,,钱包掉在地上了，我把它捡起来了。,"钱包掉在地上了,我把它捡起来了",False
T0114,BA_有语境_200,有语境,BA-preferred,2,空间位移,7,BA-SD-007,BA-CTX-SD-007,2,SVO,non-preferred,钱包掉在地上了，我,捡起它来了,钱包掉在地上了，我捡起它来了。,钱包掉在地上了，我,我,,113,钱包掉在地上了，我捡起它来了。,True,False,True,False,"钱包掉在地上了,我捡起他来了。",,,"钱包掉在地上了,我捡起它来了","钱包掉在地上了,我捡起他来了",True,True,False,1,replace:它->他@11:12,钱包掉在地上了，我把它捡起来了。,"钱包掉在地上了,我把它捡起来了",False
T0115,BA_有语境_200,有语境,BA-preferred,2,空间位移,8,BA-SD-008,BA-CTX-SD-008,1,BA,preferred,你的帽子掉在椅子下了，我,把它拿走了,你的帽子掉在椅子下了，我把它拿走了。,你的帽子掉在椅子下了，我,我,,114,你的帽子掉在椅子下了，我把它拿走了。,True,False,False,True,"你的帽子掉在椅子底下了,我把它拿走了。",,,"你的帽子掉在椅子下了,我把它拿走了","你的帽子掉在椅子底下了,我把它拿走了",True,True,False,1,insert:->底@8:8,你的帽子掉在椅子下了，我把它拿走了。,"你的帽子掉在椅子下了,我把它拿走了",False
T0116,BA_有语境_200,有语境,BA-preferred,2,空间位移,8,BA-SD-008,BA-CTX-SD-008,2,SVO,non-preferred,你的帽子掉在椅子下了，我,拿走了它,你的帽子掉在椅子下了，我拿走了它。,你的帽子掉在椅子下了，我,我,,115,你的帽子掉在椅子下了，我拿走了它。,True,False,True,False,"你的帽子掉在椅子底下了,我拿走了它。",,,"你的帽子掉在椅子下了,我拿走了它","你的帽子掉在椅子底下了,我拿走了它",True,True,False,1,insert:->底@8:8,你的帽子掉在椅子下了，我把它拿走了。,"你的帽子掉在椅子下了,我把它拿走了",False
T0117,BA_有语境_200,有语境,BA-preferred,2,空间位移,9,BA-SD-009,BA-CTX-SD-009,1,BA,preferred,这些旧报纸没用了，我,把它们丢到门外了,这些旧报纸没用了，我把它们丢到门外了。,这些旧报纸没用了，我,我,,116,这些旧报纸没用了，我把它们丢到门外了。,True,False,False,True,"这些旧报纸没用了,我把它们丢到门外了。",,,"这些旧报纸没用了,我把它们丢到门外了","这些旧报纸没用了,我把它们丢到门外了",True,False,True,0,,这些旧报纸没用了，我把它们丢到门外了。,"这些旧报纸没用了,我把它们丢到门外了",False
