global_test_id,block,context_status,source_context_preference,subcondition_no,subcondition_label,item_no,pair_id,block_pair_id,test_unit_no,construction_candidate,preference_in_source_context,prompt_for_surprisal,target_continuation,full_test_sentence,source_prompt_with_context,local_prefix_no_context,notes,gold_is_error,gold_label,sentence_for_macbert,macbert_corrected,macbert_errors_json,macbert_num_errors,macbert_accepted_no_edit,macbert_predicted_error
T0116,BA_有语境_200,有语境,BA-preferred,2,空间位移,8,BA-SD-008,BA-CTX-SD-008,2,SVO,non-preferred,你的帽子掉在椅子下了，我,拿走了它,你的帽子掉在椅子下了，我拿走了它。,你的帽子掉在椅子下了，我,我,,True,infelicitous,你的帽子掉在椅子下了，我拿走了它。,你的帽子掉在椅子下了，我拿走了它。,[],0,True,False
T0117,BA_有语境_200,有语境,BA-preferred,2,空间位移,9,BA-SD-009,BA-CTX-SD-009,1,BA,preferred,这些旧报纸没用了，我,把它们丢到门外了,这些旧报纸没用了，我把它们丢到门外了。,这些旧报纸没用了，我,我,,False,felicitous,这些旧报纸没用了，我把它们丢到门外了。,这些旧报纸没用了，我把它们丢到门外了。,[],0,True,False
T0118,BA_有语境_200,有语境,BA-preferred,2,空间位移,9,BA-SD-009,BA-CTX-SD-009,2,SVO,non-preferred,这些旧报纸没用了，我,丢它们到门外了,这些旧报纸没用了，我丢它们到门外了。,这些旧报纸没用了，我,我,,True,infelicitous,这些旧报纸没用了，我丢它们到门外了。,这些旧报纸没用了，我丢它们到门外了。,[],0,True,False
T0119,BA_有语境_200,有语境,BA-preferred,2,空间位移,10,BA-SD-010,BA-CTX-SD-010,1,BA,preferred,黑板上的字写错了，老师,把它擦掉了,黑板上的字写错了，老师把它擦掉了。,黑板上的字写错了，老师,老师,,False,felicitous,黑板上的字写错了，老师把它擦掉了。,黑板上的字写错了，老师把它擦掉了。,[],0,True,False
T0120,BA_有语境_200,有语境,BA-preferred,2,空间位移,10,BA-SD-010,BA-CTX-SD-010,2,SVO,non-preferred,黑板上的字写错了，老师,擦掉了它,黑板上的字写错了，老师擦掉了它。,黑板上的字写错了，老师,老师,,True,infelicitous,黑板上的字写错了，老师擦掉了它。,黑板上的字写错了，老师擦掉了它。,[],0,True,False
T0121,BA_有语境_200,有语境,BA-preferred,2,空间位移,11,BA-SD-011,BA-CTX-SD-011,1,BA,preferred,确认没有拼写错误之后，秘书走进经理办公室,把那份重要文件递过去了,确认没有拼写错误之后，秘书走进经理办公室把那份重要文件递过去了。,确认没有拼写错误之后，秘书走进经理办公室,秘书走进经理办公室,,False,felicitous,确认没有拼写错误之后，秘书走进经理办公室把那份重要文件递过去了。,确认没有拼写错误之后，秘书走进经理办公室把那份重要文件递过去了。,[],0,True,False
T0122,BA_有语境_200,有语境,BA-preferred,2,空间位移,11,BA-SD-011,BA-CTX-SD-011,2,SVO,non-preferred,确认没有拼写错误之后，秘书走进经理办公室,递过去了那份重要文件,确认没有拼写错误之后，秘书走进经理办公室递过去了那份重要文件。,确认没有拼写错误之后，秘书走进经理办公室,秘书走进经理办公室,,True,infelicitous,确认没有拼写错误之后，秘书走进经理办公室递过去了那份重要文件。,确认没有拼写错误之后，秘书走进经理办公室递过去了那份重要文件。,[],0,True,False
T0123,BA_有语境_200,有语境,BA-preferred,2,空间位移,12,BA-SD-012,BA-CTX-SD-012,1,BA,preferred,弟弟对动物毛发过敏，所以妈妈只能,把那只小狗抱出去了,弟弟对动物毛发过敏，所以妈妈只能把那只小狗抱出去了。,弟弟对动物毛发过敏，所以妈妈只能,所以妈妈只能,,False,felicitous,弟弟对动物毛发过敏，所以妈妈只能把那只小狗抱出去了。,弟弟对动物毛发过敏，所以妈妈只能把那只小狗抱出去了。,[],0,True,False
T0124,BA_有语境_200,有语境,BA-preferred,2,空间位移,12,BA-SD-012,BA-CTX-SD-012,2,SVO,non-preferred,弟弟对动物毛发过敏，所以妈妈只能,抱出去了那只小狗,弟弟对动物毛发过敏，所以妈妈只能抱出去了那只小狗。,弟弟对动物毛发过敏，所以妈妈只能,所以妈妈只能,,True,infelicitous,弟弟对动物毛发过敏，所以妈妈只能抱出去了那只小狗。,弟弟对动物毛发过敏，所以妈妈只能抱出去了那只小狗。,[],0,True,False
T0125,BA_有语境_200,有语境,BA-preferred,2,空间位移,13,BA-SD-013,BA-CTX-SD-013,1,BA,preferred,看到桌子上前女友的照片，他叹了一口气，然后,把那张旧照片收了起来,看到桌子上前女友的照片，他叹了一口气，然后把那张旧照片收了起来。,看到桌子上前女友的照片，他叹了一口气，然后,他,,False,felicitous,看到桌子上前女友的照片，他叹了一口气，然后把那张旧照片收了起来。,看到桌子上前女友的照片，他叹了一口气，然后把那张旧照片收了起来。,[],0,True,False
T0126,BA_有语境_200,有语境,BA-preferred,2,空间位移,13,BA-SD-013,BA-CTX-SD-013,2,SVO,non-preferred,看到桌子上前女友的照片，他叹了一口气，然后,收起来了那张旧照片,看到桌子上前女友的照片，他叹了一口气，然后收起来了那张旧照片。,看到桌子上前女友的照片，他叹了一口气，然后,他,,True,infelicitous,看到桌子上前女友的照片，他叹了一口气，然后收起来了那张旧照片。,看到桌子上前女友的照片，他叹了一口气，然后收起来了那张旧照片。,[],0,True,False
T0127,BA_有语境_200,有语境,BA-preferred,2,空间位移,14,BA-SD-014,BA-CTX-SD-014,1,BA,preferred,这个沙发挡住了门，我们,把它移开了,这个沙发挡住了门，我们把它移开了。,这个沙发挡住了门，我们,我们,,False,felicitous,这个沙发挡住了门，我们把它移开了。,这个沙发挡住了门，我们把它移开了。,[],0,True,False
T0128,BA_有语境_200,有语境,BA-preferred,2,空间位移,14,BA-SD-014,BA-CTX-SD-014,2,SVO,non-preferred,这个沙发挡住了门，我们,移开了它,这个沙发挡住了门，我们移开了它。,这个沙发挡住了门，我们,我们,,True,infelicitous,这个沙发挡住了门，我们移开了它。,这个沙发挡住了门，我们移开了它。,[],0,True,False
T0129,BA_有语境_200,有语境,BA-preferred,2,空间位移,15,BA-SD-015,BA-CTX-SD-015,1,BA,preferred,那只小猫在雨里很冷，我,把它抱回家了,那只小猫在雨里很冷，我把它抱回家了。,那只小猫在雨里很冷，我,我,,False,felicitous,那只小猫在雨里很冷，我把它抱回家了。,那只小猫在雨里很冷，我把它抱回家了。,[],0,True,False
T0130,BA_有语境_200,有语境,BA-preferred,2,空间位移,15,BA-SD-015,BA-CTX-SD-015,2,SVO,non-preferred,那只小猫在雨里很冷，我,抱它回家了,那只小猫在雨里很冷，我抱它回家了。,那只小猫在雨里很冷，我,我,,True,infelicitous,那只小猫在雨里很冷，我抱它回家了。,那只小猫在雨里很冷，我抱它回家了。,[],0,True,False
T0131,BA_有语境_200,有语境,BA-preferred,2,空间位移,16,BA-SD-016,BA-CTX-SD-016,1,BA,preferred,这个抽屉太满了，我,把不需要的东西拿出来了,这个抽屉太满了，我把不需要的东西拿出来了。,这个抽屉太满了，我,我,,False,felicitous,这个抽屉太满了，我把不需要的东西拿出来了。,这个抽屉太满了，我把不需要的东西拿出来了。,[],0,True,False
T0132,BA_有语境_200,有语境,BA-preferred,2,空间位移,16,BA-SD-016,BA-CTX-SD-016,2,SVO,non-preferred,这个抽屉太满了，我,拿出来不需要的东西了,这个抽屉太满了，我拿出来不需要的东西了。,这个抽屉太满了，我,我,,True,infelicitous,这个抽屉太满了，我拿出来不需要的东西了。,这个抽屉太满了，我拿出来不需要的东西了。,[],0,True,False
T0133,BA_有语境_200,有语境,BA-preferred,2,空间位移,17,BA-SD-017,BA-CTX-SD-017,1,BA,preferred,刚买的鸡蛋怕摔碎，妈妈小心地,把它放进了篮子里,刚买的鸡蛋怕摔碎，妈妈小心地把它放进了篮子里。,刚买的鸡蛋怕摔碎，妈妈小心地,妈妈小心地,,False,felicitous,刚买的鸡蛋怕摔碎，妈妈小心地把它放进了篮子里。,刚买的鸡蛋怕摔碎，妈妈小心地把它放进了篮子里。,[],0,True,False
T0134,BA_有语境_200,有语境,BA-preferred,2,空间位移,17,BA-SD-017,BA-CTX-SD-017,2,SVO,non-preferred,刚买的鸡蛋怕摔碎，妈妈小心地,放它进了篮子,刚买的鸡蛋怕摔碎，妈妈小心地放它进了篮子。,刚买的鸡蛋怕摔碎，妈妈小心地,妈妈小心地,,True,infelicitous,刚买的鸡蛋怕摔碎，妈妈小心地放它进了篮子。,刚买的鸡蛋怕摔碎，妈妈小心地放它进了篮子。,[],0,True,False
T0135,BA_有语境_200,有语境,BA-preferred,2,空间位移,18,BA-SD-018,BA-CTX-SD-018,1,BA,preferred,地图太大了不好拿，我上车前,把它卷起来了,地图太大了不好拿，我上车前把它卷起来了。,地图太大了不好拿，我上车前,我上车前,,False,felicitous,地图太大了不好拿，我上车前把它卷起来了。,地图太大了不好拿，我上车前把它卷起来了。,[],0,True,False
T0136,BA_有语境_200,有语境,BA-preferred,2,空间位移,18,BA-SD-018,BA-CTX-SD-018,2,SVO,non-preferred,地图太大了不好拿，我上车前,卷起它来了,地图太大了不好拿，我上车前卷起它来了。,地图太大了不好拿，我上车前,我上车前,,True,infelicitous,地图太大了不好拿，我上车前卷起它来了。,地图太大了不好拿，我上车前卷起它来了。,[],0,True,False
T0137,BA_有语境_200,有语境,BA-preferred,2,空间位移,19,BA-SD-019,BA-CTX-SD-019,1,BA,preferred,客厅的那个旧沙发，搬家公司今天早上已经,把它运走了,客厅的那个旧沙发，搬家公司今天早上已经把它运走了。,客厅的那个旧沙发，搬家公司今天早上已经,搬家公司今天早上已经,,False,felicitous,客厅的那个旧沙发，搬家公司今天早上已经把它运走了。,客厅的那个旧沙发，搬家公司今天早上已经把它运走了。,[],0,True,False
T0138,BA_有语境_200,有语境,BA-preferred,2,空间位移,19,BA-SD-019,BA-CTX-SD-019,2,SVO,non-preferred,客厅的那个旧沙发，搬家公司今天早上已经,运走它了,客厅的那个旧沙发，搬家公司今天早上已经运走它了。,客厅的那个旧沙发，搬家公司今天早上已经,搬家公司今天早上已经,,True,infelicitous,客厅的那个旧沙发，搬家公司今天早上已经运走它了。,客厅的那个旧沙发，搬家公司今天早上已经运走它了。,[],0,True,False
T0139,BA_有语境_200,有语境,BA-preferred,2,空间位移,20,BA-SD-020,BA-CTX-SD-020,1,BA,preferred,你的身份证落在我这里了，我明天下午,把它送过去,你的身份证落在我这里了，我明天下午把它送过去。,你的身份证落在我这里了，我明天下午,我明天下午,,False,felicitous,你的身份证落在我这里了，我明天下午把它送过去。,你的身份证落在我这里了，我明天下午把它送过去。,[],0,True,False
T0140,BA_有语境_200,有语境,BA-preferred,2,空间位移,20,BA-SD-020,BA-CTX-SD-020,2,SVO,non-preferred,你的身份证落在我这里了，我明天下午,送它过去,你的身份证落在我这里了，我明天下午送它过去。,你的身份证落在我这里了，我明天下午,我明天下午,,True,infelicitous,你的身份证落在我这里了，我明天下午送它过去。,你的身份证落在我这里了，我明天下午送它过去。,[],0,True,False
T0141,BA_有语境_200,有语境,BA-preferred,2,空间位移,21,BA-SD-021,BA-CTX-SD-021,1,BA,preferred,下班时间到了，他关上电脑，迅速地,把那台电脑收进去了,下班时间到了，他关上电脑，迅速地把那台电脑收进去了。,下班时间到了，他关上电脑，迅速地,他迅速地,,False,felicitous,下班时间到了，他关上电脑，迅速地把那台电脑收进去了。,下班时间到了，他关上电脑，迅速地把那台电脑收进去了。,[],0,True,False
T0142,BA_有语境_200,有语境,BA-preferred,2,空间位移,21,BA-SD-021,BA-CTX-SD-021,2,SVO,non-preferred,下班时间到了，他关上电脑，迅速地,收进去了那台电脑,下班时间到了，他关上电脑，迅速地收进去了那台电脑。,下班时间到了，他关上电脑，迅速地,他迅速地,,True,infelicitous,下班时间到了，他关上电脑，迅速地收进去了那台电脑。,下班时间到了，他关上电脑，迅速地收进去了那台电脑。,[],0,True,False
T0143,BA_有语境_200,有语境,BA-preferred,2,空间位移,22,BA-SD-022,BA-CTX-SD-022,1,BA,preferred,那个大纸箱在路边太危险，环卫工人,把它拖走了,那个大纸箱在路边太危险，环卫工人把它拖走了。,那个大纸箱在路边太危险，环卫工人,环卫工人,,False,felicitous,那个大纸箱在路边太危险，环卫工人把它拖走了。,那个大圾箱在路边太危险，环卫工人把它拖走了。,"[[""纸"", ""圾"", 3]]",1,False,True
T0144,BA_有语境_200,有语境,BA-preferred,2,空间位移,22,BA-SD-022,BA-CTX-SD-022,2,SVO,non-preferred,那个大纸箱在路边太危险，环卫工人,拖走了它,那个大纸箱在路边太危险，环卫工人拖走了它。,那个大纸箱在路边太危险，环卫工人,环卫工人,,True,infelicitous,那个大纸箱在路边太危险，环卫工人拖走了它。,那个大纸箱在路边太危险，环卫工人拖走了它。,[],0,True,False
T0145,BA_有语境_200,有语境,BA-preferred,2,空间位移,23,BA-SD-023,BA-CTX-SD-023,1,BA,preferred,这封挂号信很重要，邮递员准时,把它放进了信箱,这封挂号信很重要，邮递员准时把它放进了信箱。,这封挂号信很重要，邮递员准时,邮递员准时,,False,felicitous,这封挂号信很重要，邮递员准时把它放进了信箱。,这封挂号信很重要，邮递员准时把它放进了信箱。,[],0,True,False
T0146,BA_有语境_200,有语境,BA-preferred,2,空间位移,23,BA-SD-023,BA-CTX-SD-023,2,SVO,non-preferred,这封挂号信很重要，邮递员准时,放它进了信箱,这封挂号信很重要，邮递员准时放它进了信箱。,这封挂号信很重要，邮递员准时,邮递员准时,,True,infelicitous,这封挂号信很重要，邮递员准时放它进了信箱。,这封挂号信很重要，邮递员准时放它进了信箱。,[],0,True,False
T0147,BA_有语境_200,有语境,BA-preferred,2,空间位移,24,BA-SD-024,BA-CTX-SD-024,1,BA,preferred,大家吃完晚饭后，懂事的妹妹主动帮忙,把那几个空碗端进去了,大家吃完晚饭后，懂事的妹妹主动帮忙把那几个空碗端进去了。,大家吃完晚饭后，懂事的妹妹主动帮忙,懂事的妹妹主动帮忙,,False,felicitous,大家吃完晚饭后，懂事的妹妹主动帮忙把那几个空碗端进去了。,大家吃完晚饭后，懂事的妹妹主动帮忙把那几个空碗端进去了。,[],0,True,False
T0148,BA_有语境_200,有语境,BA-preferred,2,空间位移,24,BA-SD-024,BA-CTX-SD-024,2,SVO,non-preferred,大家吃完晚饭后，懂事的妹妹主动帮忙,端进去了那几个空碗,大家吃完晚饭后，懂事的妹妹主动帮忙端进去了那几个空碗。,大家吃完晚饭后，懂事的妹妹主动帮忙,懂事的妹妹主动帮忙,,True,infelicitous,大家吃完晚饭后，懂事的妹妹主动帮忙端进去了那几个空碗。,大家吃完晚饭后，懂事的妹妹主动帮忙端进去了那几个空碗。,[],0,True,False
T0149,BA_有语境_200,有语境,BA-preferred,2,空间位移,25,BA-SD-025,BA-CTX-SD-025,1,BA,preferred,那几本书实在太重了，我帮你,把它们拿上车吧,那几本书实在太重了，我帮你把它们拿上车吧。,那几本书实在太重了，我帮你,我帮你,,False,felicitous,那几本书实在太重了，我帮你把它们拿上车吧。,那几本书实在太重了，我帮你把它们拿上车吧。,[],0,True,False
T0150,BA_有语境_200,有语境,BA-preferred,2,空间位移,25,BA-SD-025,BA-CTX-SD-025,2,SVO,non-preferred,那几本书实在太重了，我帮你,拿它们上车吧,那几本书实在太重了，我帮你拿它们上车吧。,那几本书实在太重了，我帮你,我帮你,,True,infelicitous,那几本书实在太重了，我帮你拿它们上车吧。,那几本书实在太重了，我帮你拿它们上车吧。,[],0,True,False
T0151,BA_有语境_200,有语境,BA-preferred,2,空间位移,26,BA-SD-026,BA-CTX-SD-026,1,BA,preferred,听到老师的脚步声，正在玩游戏的同学赶紧,把那个手机藏起来了,听到老师的脚步声，正在玩游戏的同学赶紧把那个手机藏起来了。,听到老师的脚步声，正在玩游戏的同学赶紧,正在玩游戏的同学赶紧,,False,felicitous,听到老师的脚步声，正在玩游戏的同学赶紧把那个手机藏起来了。,听到老师的脚步声，正在玩游戏的同学赶紧把那个手机藏起来了。,[],0,True,False
T0152,BA_有语境_200,有语境,BA-preferred,2,空间位移,26,BA-SD-026,BA-CTX-SD-026,2,SVO,non-preferred,听到老师的脚步声，正在玩游戏的同学赶紧,藏起来了那个手机,听到老师的脚步声，正在玩游戏的同学赶紧藏起来了那个手机。,听到老师的脚步声，正在玩游戏的同学赶紧,正在玩游戏的同学赶紧,,True,infelicitous,听到老师的脚步声，正在玩游戏的同学赶紧藏起来了那个手机。,听到老师的脚步声，正在玩游戏的同学赶紧藏起来了那个手机。,[],0,True,False
T0153,BA_有语境_200,有语境,BA-preferred,2,空间位移,27,BA-SD-027,BA-CTX-SD-027,1,BA,preferred,办公室里的那台旧打印机坏了，刚才管理员,把那台打印机搬走了,办公室里的那台旧打印机坏了，刚才管理员把那台打印机搬走了。,办公室里的那台旧打印机坏了，刚才管理员,刚才管理员,,False,felicitous,办公室里的那台旧打印机坏了，刚才管理员把那台打印机搬走了。,办公室里的那台旧打印机坏了，刚才管理员把那台打印机搬走了。,[],0,True,False
T0154,BA_有语境_200,有语境,BA-preferred,2,空间位移,27,BA-SD-027,BA-CTX-SD-027,2,SVO,non-preferred,办公室里的那台旧打印机坏了，刚才管理员,搬走了那台打印机,办公室里的那台旧打印机坏了，刚才管理员搬走了那台打印机。,办公室里的那台旧打印机坏了，刚才管理员,刚才管理员,,True,infelicitous,办公室里的那台旧打印机坏了，刚才管理员搬走了那台打印机。,办公室里的那台旧打印机坏了，刚才管理员搬走了那台打印机。,[],0,True,False
T0155,BA_有语境_200,有语境,BA-preferred,2,空间位移,28,BA-SD-028,BA-CTX-SD-028,1,BA,preferred,天气突然变热了，我,把那件裙子拿出来了,天气突然变热了，我把那件裙子拿出来了。,天气突然变热了，我,我,,False,felicitous,天气突然变热了，我把那件裙子拿出来了。,天气突然变热了，我把那件裙子拿出来了。,[],0,True,False
T0156,BA_有语境_200,有语境,BA-preferred,2,空间位移,28,BA-SD-028,BA-CTX-SD-028,2,SVO,non-preferred,天气突然变热了，我,拿出了那件裙子,天气突然变热了，我拿出了那件裙子。,天气突然变热了，我,我,,True,infelicitous,天气突然变热了，我拿出了那件裙子。,天气突然变热了，我拿出了那件裙子。,[],0,True,False
T0157,BA_有语境_200,有语境,BA-preferred,2,空间位移,29,BA-SD-029,BA-CTX-SD-029,1,BA,preferred,快递员递给我一个大包裹，我就,把那个包裹收下了,快递员递给我一个大包裹，我就把那个包裹收下了。,快递员递给我一个大包裹，我就,我就,,False,felicitous,快递员递给我一个大包裹，我就把那个包裹收下了。,快递员递给我一个大包裹，我就把那个包裹收下了。,[],0,True,False
T0158,BA_有语境_200,有语境,BA-preferred,2,空间位移,29,BA-SD-029,BA-CTX-SD-029,2,SVO,non-preferred,快递员递给我一个大包裹，我就,收下了那个包裹,快递员递给我一个大包裹，我就收下了那个包裹。,快递员递给我一个大包裹，我就,我就,,True,infelicitous,快递员递给我一个大包裹，我就收下了那个包裹。,快递员递给我一个大包裹，我就收下了那个包裹。,[],0,True,False
T0159,BA_有语境_200,有语境,BA-preferred,2,空间位移,30,BA-SD-030,BA-CTX-SD-030,1,BA,preferred,课桌上堆了很多书，他为了腾出地方写作业，就,把那几本书拿开了,课桌上堆了很多书，他为了腾出地方写作业，就把那几本书拿开了。,课桌上堆了很多书，他为了腾出地方写作业，就,他就,,False,felicitous,课桌上堆了很多书，他为了腾出地方写作业，就把那几本书拿开了。,课桌上堆了很多书，他为了腾出地方写作业，就把那几本书拿开了。,[],0,True,False
T0160,BA_有语境_200,有语境,BA-preferred,2,空间位移,30,BA-SD-030,BA-CTX-SD-030,2,SVO,non-preferred,课桌上堆了很多书，他为了腾出地方写作业，就,拿开了那几本书,课桌上堆了很多书，他为了腾出地方写作业，就拿开了那几本书。,课桌上堆了很多书，他为了腾出地方写作业，就,他就,,True,infelicitous,课桌上堆了很多书，他为了腾出地方写作业，就拿开了那几本书。,课桌上堆了很多书，他为了腾出地方写作业，就拿开了那几本书。,[],0,True,False
T0161,BA_有语境_200,有语境,BA-preferred,2,空间位移,31,BA-SD-031,BA-CTX-SD-031,1,BA,preferred,桌子上的书太乱了，我刚才,把它们收起来了,桌子上的书太乱了，我刚才把它们收起来了。,桌子上的书太乱了，我刚才,我刚才,,False,felicitous,桌子上的书太乱了，我刚才把它们收起来了。,桌子上的书太乱了，我刚才把它们收起来了。,[],0,True,False
T0162,BA_有语境_200,有语境,BA-preferred,2,空间位移,31,BA-SD-031,BA-CTX-SD-031,2,SVO,non-preferred,桌子上的书太乱了，我刚才,收起它们来了,桌子上的书太乱了，我刚才收起它们来了。,桌子上的书太乱了，我刚才,我刚才,,True,infelicitous,桌子上的书太乱了，我刚才收起它们来了。,桌子上的书太乱了，我刚才收起它们来了。,[],0,True,False
T0163,BA_有语境_200,有语境,BA-preferred,2,空间位移,32,BA-SD-032,BA-CTX-SD-032,1,BA,preferred,刚放学回家，他一进门就觉得非常累，马上,把那个沉重的书包放下了,刚放学回家，他一进门就觉得非常累，马上把那个沉重的书包放下了。,刚放学回家，他一进门就觉得非常累，马上,他马上,,False,felicitous,刚放学回家，他一进门就觉得非常累，马上把那个沉重的书包放下了。,刚放学回家，他一进门就觉得非常累，马上把那个沉重的书包放下了。,[],0,True,False
T0164,BA_有语境_200,有语境,BA-preferred,2,空间位移,32,BA-SD-032,BA-CTX-SD-032,2,SVO,non-preferred,刚放学回家，他一进门就觉得非常累，马上,放下了那个沉重的书包,刚放学回家，他一进门就觉得非常累，马上放下了那个沉重的书包。,刚放学回家，他一进门就觉得非常累，马上,他马上,,True,infelicitous,刚放学回家，他一进门就觉得非常累，马上放下了那个沉重的书包。,刚放学回家，他一进门就觉得非常累，马上放下了那个沉重的书包。,[],0,True,False
T0165,BA_有语境_200,有语境,BA-preferred,2,空间位移,33,BA-SD-033,BA-CTX-SD-033,1,BA,preferred,桌子上的这幅画很漂亮，爸爸决定明天,把它挂起来,桌子上的这幅画很漂亮，爸爸决定明天把它挂起来。,桌子上的这幅画很漂亮，爸爸决定明天,爸爸决定明天,,False,felicitous,桌子上的这幅画很漂亮，爸爸决定明天把它挂起来。,桌子上的这幅画很漂亮，爸爸决定明天把它挂起来。,[],0,True,False
T0166,BA_有语境_200,有语境,BA-preferred,2,空间位移,33,BA-SD-033,BA-CTX-SD-033,2,SVO,non-preferred,桌子上的这幅画很漂亮，爸爸决定明天,挂起它来,桌子上的这幅画很漂亮，爸爸决定明天挂起它来。,桌子上的这幅画很漂亮，爸爸决定明天,爸爸决定明天,,True,infelicitous,桌子上的这幅画很漂亮，爸爸决定明天挂起它来。,桌子上的这幅画很漂亮，爸爸决定明天挂起它来。,[],0,True,False
T0167,BA_有语境_200,有语境,BA-preferred,2,空间位移,34,BA-SD-034,BA-CTX-SD-034,1,BA,preferred,昨天天气非常晴朗，奶奶一大早就打开门,把那床厚被子抱出去了,昨天天气非常晴朗，奶奶一大早就打开门把那床厚被子抱出去了。,昨天天气非常晴朗，奶奶一大早就打开门,奶奶一大早就打开门,,False,felicitous,昨天天气非常晴朗，奶奶一大早就打开门把那床厚被子抱出去了。,昨天天气非常晴朗，奶奶一大早就打开门把那床厚被子抱出去了。,[],0,True,False
T0168,BA_有语境_200,有语境,BA-preferred,2,空间位移,34,BA-SD-034,BA-CTX-SD-034,2,SVO,non-preferred,昨天天气非常晴朗，奶奶一大早就打开门,抱出去了那床厚被子,昨天天气非常晴朗，奶奶一大早就打开门抱出去了那床厚被子。,昨天天气非常晴朗，奶奶一大早就打开门,奶奶一大早就打开门,,True,infelicitous,昨天天气非常晴朗，奶奶一大早就打开门抱出去了那床厚被子。,昨天天气非常晴朗，奶奶一大早就打开门抱出去了那床厚被子。,[],0,True,False
T0169,BA_有语境_200,有语境,BA-preferred,2,空间位移,35,BA-SD-035,BA-CTX-SD-035,1,BA,preferred,口袋里的硬币掉出来了，我捡起来，又,把它装回去了,口袋里的硬币掉出来了，我捡起来，又把它装回去了。,口袋里的硬币掉出来了，我捡起来，又,我又,,False,felicitous,口袋里的硬币掉出来了，我捡起来，又把它装回去了。,口袋里的硬币掉出来了，我捡起来，又把它装回去了。,[],0,True,False
T0170,BA_有语境_200,有语境,BA-preferred,2,空间位移,35,BA-SD-035,BA-CTX-SD-035,2,SVO,non-preferred,口袋里的硬币掉出来了，我捡起来，又,装它回去了,口袋里的硬币掉出来了，我捡起来，又装它回去了。,口袋里的硬币掉出来了，我捡起来，又,我又,,True,infelicitous,口袋里的硬币掉出来了，我捡起来，又装它回去了。,口袋里的硬币掉出来了，我捡起来，又装它回去了。,[],0,True,False
T0171,BA_有语境_200,有语境,BA-preferred,2,空间位移,36,BA-SD-036,BA-CTX-SD-036,1,BA,preferred,墙角的那盆花因为没有阳光快要枯萎了，我赶紧,把那盆花移出来了,墙角的那盆花因为没有阳光快要枯萎了，我赶紧把那盆花移出来了。,墙角的那盆花因为没有阳光快要枯萎了，我赶紧,我赶紧,,False,felicitous,墙角的那盆花因为没有阳光快要枯萎了，我赶紧把那盆花移出来了。,墙角的那盆花因为没有阳光快要枯萎了，我赶紧把那盆花移出来了。,[],0,True,False
T0172,BA_有语境_200,有语境,BA-preferred,2,空间位移,36,BA-SD-036,BA-CTX-SD-036,2,SVO,non-preferred,墙角的那盆花因为没有阳光快要枯萎了，我赶紧,移出来了那盆花,墙角的那盆花因为没有阳光快要枯萎了，我赶紧移出来了那盆花。,墙角的那盆花因为没有阳光快要枯萎了，我赶紧,我赶紧,,True,infelicitous,墙角的那盆花因为没有阳光快要枯萎了，我赶紧移出来了那盆花。,墙角的那盆花因为没有阳光快要枯萎了，我赶紧移出来了那盆花。,[],0,True,False
T0173,BA_有语境_200,有语境,BA-preferred,2,空间位移,37,BA-SD-037,BA-CTX-SD-037,1,BA,preferred,这盆花需要阳光，今天早上我,把它搬到阳台上了,这盆花需要阳光，今天早上我把它搬到阳台上了。,这盆花需要阳光，今天早上我,今天早上我,,False,felicitous,这盆花需要阳光，今天早上我把它搬到阳台上了。,这盆花需要阳光，今天早上我把它搬到阳台上了。,[],0,True,False
T0174,BA_有语境_200,有语境,BA-preferred,2,空间位移,37,BA-SD-037,BA-CTX-SD-037,2,SVO,non-preferred,这盆花需要阳光，今天早上我,搬它到阳台上了,这盆花需要阳光，今天早上我搬它到阳台上了。,这盆花需要阳光，今天早上我,今天早上我,,True,infelicitous,这盆花需要阳光，今天早上我搬它到阳台上了。,这盆花需要阳光，今天早上我搬它到阳台上了。,[],0,True,False
T0175,BA_有语境_200,有语境,BA-preferred,2,空间位移,38,BA-SD-038,BA-CTX-SD-038,1,BA,preferred,银行卡掉在了沙发缝里，我找了半天，终于伸手,把那张银行卡拿出来了,银行卡掉在了沙发缝里，我找了半天，终于伸手把那张银行卡拿出来了。,银行卡掉在了沙发缝里，我找了半天，终于伸手,我终于伸手,,False,felicitous,银行卡掉在了沙发缝里，我找了半天，终于伸手把那张银行卡拿出来了。,银行卡掉在了沙发缝里，我找了半天，终于伸手把那张银行卡拿出来了。,[],0,True,False
T0176,BA_有语境_200,有语境,BA-preferred,2,空间位移,38,BA-SD-038,BA-CTX-SD-038,2,SVO,non-preferred,银行卡掉在了沙发缝里，我找了半天，终于伸手,拿出来了那张银行卡,银行卡掉在了沙发缝里，我找了半天，终于伸手拿出来了那张银行卡。,银行卡掉在了沙发缝里，我找了半天，终于伸手,我终于伸手,,True,infelicitous,银行卡掉在了沙发缝里，我找了半天，终于伸手拿出来了那张银行卡。,银行卡掉在了沙发缝里，我找了半天，终于伸手拿出来了那张银行卡。,[],0,True,False
T0177,BA_有语境_200,有语境,BA-preferred,2,空间位移,39,BA-SD-039,BA-CTX-SD-039,1,BA,preferred,抽屉里的那份合同很重要，我,把它拿出来了,抽屉里的那份合同很重要，我把它拿出来了。,抽屉里的那份合同很重要，我,我,,False,felicitous,抽屉里的那份合同很重要，我把它拿出来了。,抽屉里的那份合同很重要，我把它拿出来了。,[],0,True,False
